# 由 tools/merge_units.py 從 translation/out/*.tsv 產生，**不要直接編輯這個檔**——下次合併會蓋掉。
!	！
!!	！！
!!!	！！！
wir müssen den vom dämonen entführten sohn des königs Angoulafre befreien!!!	我們要找安哥拉菲王被擄走的兒子
wird gemacht: hier eine meiner eigen- kompositionen! ohren auf!!	沒問題！這首是我自己寫的曲子……
wirklich das erste mal, dass ich eine schabe mit sonnenbrille und adidas sehe	第一次看到蟑螂戴墨鏡穿球鞋！
wisse, du untertan, dass ich könig bin! der Dämon ist's der mich gefangen hält!	臭小子，我可是偉大國王！惡魔把我關這！
wissen sie, es handelt sich um eine meinungsumfrage!	做個問卷調查，能問幾個問題嗎？
with all due respect, you're really not my type!	恕我直言，你真的不是我的菜！
wo geht's denn raus, du knochenhaufen?	出口在哪，骷髏堆？
wohnen sie noch bei den eltern?	你還跟爸媽住喔？
wollt ihnen nur unsere la naturbürsten zeigen...	其實，我們是來賣刷子的……
worauf wartest du denn, du intelligenz- bestie? dass esgoldmedaillen regnet?	還等什麼，笨蛋，等發獎牌喔？
y ahora, noble mago, ¿qué podemos hacer?	尊貴的魔法師，現在我們能做什麼？
y entonces, hombrecito, ¿que haces encaramado allí arriba?	喂，小傢伙，你站在上面幹嘛？
y-a-t'il quelque chose de précieux ici?	這裡有什麼值錢東西嗎？
ya está : tenemos trabajo para tí, ¡oh artista!	好了！有活要給你做，藝術家！
yes! you have to stoke up the fire with the bellows.	對！要用風箱把火搧旺。
yes, but i can't show you, because i've been robbed of my eyesight	知道，但我眼睛被偷了，指不了路
yes, but i can't show you, because i've been robbed of my eyesight.	知道，但我眼睛被偷了，指不了路
yes, yes! i really feel like playing my guitar...	好啊好啊！我手癢正想彈吉他呢……
you are wasting my time, dope. Here there are only hourglasses...	白痴，別浪費時間，這裡只有沙漏……
you just wait until i catch you, little creep!	給我等著，臭小鬼，抓到就扭斷你脖子！
you just wait until i catch you, you little creep!	給我等著，臭小鬼，抓到就扭斷你脖子！
you must love your new king, you've painted him with such enthusiasm...	你們這麼愛新國王，畫得這麼起勁！
you still hanging around? i've got my eye on you!	還在那晃啊？我盯著你們呢！
you think you can escape from here, not a chance. That's my final revenge!	你想逃出去？作夢！這是我最終的復仇！
you think you can escape from here? not a chance! that is my final revenge!	你想逃出去？作夢！這是我最終的復仇！
you'll just have to follow him superman! he's now in deathland.	超人，你只能去追他啦！他現在在冥界！
you're not thirsty this time?	這次不渴了嗎？
you're very lucky, my friend! a steady job, no worries...	運氣真好啊，朋友！穩定工作沒煩惱……
you're wasting my time, dopey. tHere are only hourglasses here...	白痴，別浪費時間，這裡只有沙漏……
your advice is most precious, noble wizard! where must we go?	多謝指點，該往哪走？
¡Anda vete por ahí, aprendiz de tortuga ninja!	躺下，你這隻假忍者龜！
¡Aquí la suerte no te da ningún jóker!	命運不讓你在這裡拿提示！
¡Ay!	哎唷！
¡Buenos días, noble sabio! ¿cuál es la función de esta máquina?	您好，尊貴的學者！這機器是做什麼用的？
¡Caballero, le quedan dos jokers!	紳士啊，你還剩兩個提示！
¡ERROR gobliins!	小精靈錯誤！
¡GRAN MAGo, es tu colega de tierra adentro quien nos envía!	大巫師！中土的同行派我們來的！
¡HMMM! parece estar riquísimo. ¡seguro que hará un buen asado!	嗯，你看起來很好吃，會是道美味烤肉！
¡Hé gusano, postrate ante tu dios!	喂，蛆蟲，給我跪下拜你的神！
¡Listillo, sólo te queda un jóker!	你這笨蛋，只剩一個提示啦！
¡Oh sí, muchas gracias! pero sólo puedo entreabrirles...	喔，太謝謝了！不過我只能開一半的路……
¡Pobre diablo, te quedaste sin jókers!	可憐蟲，你的提示用光啦！
¡Señor, dispone Vd de tres jokers!	玩家大人，你有三個提示！
¡VALE barbudo! indícanos el camino, pero hazlo rápido, alcornoque!	好啦鬍子佬！快指路，動動腦！
¡VIVa el rey! ¡corriendo salgo a por amigos para intentar desatarlo!	國王萬歲！我這就去找人來幫忙解開他！
¡ah no! !¡no es el momento! ¡estoy cansado! ¡aire!	啊不，現在不是時候！我累爆了，滾啦！
¡ah! TRISTE asunto EN veRdad...	唉！這是什麼慘事……
¡ah,sales de baño! muy oportuno. la lima en el frasco es para tí.	啊！沐浴鹽！你不笨嘛！碗裡的銼刀送你！
¡alto ahí demonio! ¡devuélvenos al príncipe!	惡魔，站住！把小丑王子還給我們！
¡aparte de la gratitud que oS debo, no está mi tipo!	恕我直言，你真的不是我的菜！
¡aqui está, hermano enano : tenemos los dos elementos!	矮人兄弟，我們來了！兩樣都拿到了！
¡ayúdanos a encontrar al miÑito del viejo angulafre!	幫我們找老安哥拉菲的小孩！
¡buen retrato artista! : ¿qué hace allí esa mariquita?	畫得不錯，藝術家！那裡怎麼有隻瓢蟲？
¡buenos días, doña cucaracha! ¡no es fácil moverse por aquí!	哈囉，蟑螂兄！這裡真不好走！
¡coged pues la alfombra y venid a verme! ¡desde aquí casi no oigo!	借地毯上來見我，這裡聽不清楚！
¡creo que dejamos en barbecho un rollo de provecho!	欸，我們好像忘了拿重要的東西！
¡curioso! : ¡un ojo en un cráneo!	奇怪，骷髏裡有隻眼睛！
¡dale al soplillo, en vez de estorbarme!	去搧風箱啦，別在這煩我！
¡de acuerdo, gnomito, pero tráeme un buen vinazo y algo para comer!	好啊小矮子，先拿好酒來再說！
¡de acuerdo, pero dame antes algo para comer!	好啊，先給我東西吃！
¡de acuerdo, pero tráeme ahora mismo un buen vinazo!	好啊，先拿好酒來！
¡déjenos pasar, se lo ruego!	拜託讓我們過去啦！
¡eh, magus, ayúdanos un poco! si crees que es fácil...	巫師，幫個忙啦！你以為這很簡單啊？
¡eh, vieja foca, modemus requetemago nos envía a tí!	嘿，老海豹，摩德姆斯派我們來找你！
¡eh, ¿tú, acaso no sabes lo que es tener ampollas en el pie?, qué diablo!	運氣真好啊，朋友！穩定工作沒煩惱……
¡el nuevo rey sólo come eso! ¡se las lanzo por el agujero bajo los escalones	新國王只吃這個！我從階梯下的洞塞進去！
¡el pequeño ha desaparecido sin dejar rastro!	好了，這下小鬼不見蹤影了！
¡enhorabuena! ¡hemos recuperado al princípe! ¡adios! ¡no le saludo!	太好了！王子救回來了，我們閃啦！
¡es duro! ¡aquí nos comen día y noche! ¿por cierto, no ha visto a mi hermano?	苦啊！這裡老是被吃！你見過我兄弟嗎？
¡es la primera vez que veo una cucarachaen camiseta y zapatillas!	第一次看到蟑螂戴墨鏡穿球鞋！
¡es para una encuesta! ¿Puedo hacerle algunas preguntas?	做個問卷調查，能問幾個問題嗎？
¡es una máquina de reducir que me obligó a crear el terrible demonio!	這是縮小機，是那可怕的惡魔逼我造的！
¡especie de insolente! ¡si tuviera uno, te lo pondría donde ya sabes!	你這無禮鬼！有的話早就賞你一巴掌！
¡espero que te coja, mal nacido, y te troncharé el cuello!	給我等著，臭小鬼，抓到就扭斷你脖子！
¡esta chatarra es inútil si no tenéis molde de la llave!	沒有鑰匙拓印，這堆廢鐵沒用！
¡este niño está poseído! lo llevo a mi laboratorio. hay que hacerle beber agua de mi fuente. ¡tomen y vengan conmigo!	這孩子中邪了！我帶他回實驗室。得讓他喝噴泉水，快去取水回來見我！
¡excelente! métanlo ya en mi máquina de soñar con música y prueben un trozo!	太棒了！放進我的音樂造夢機，嚐一口！
¡fuera salmonete! molestas. ¿no ves que me estoy remojando?	滾啦笨蛋！你擋到光了，沒看到我在泡水？
¡gracias por haber calmado mi sed! a tí te permito subira mi mano...	謝謝你解了我的渴！讓你爬到我手上……
¡habría que hacerlos reir un poco, a los dos pobres diablos!	得想辦法逗這兩個老傢伙笑一下！
¡hala, ya basta de dar vueltas! ¡ciempiés, indícanos la salida!	唉，繞圈繞煩了！蜈蚣，帶路出去！
¡he aquí un hongo, compadre! ¡ojo que es de lo mejor!	老兄，這蘑菇送你，超好吃的！
¡he, adefesio, es menos acogedor aquí que allá en el castillo, no?	喂，醜八怪，這裡可沒城堡舒服吧？
¡hola artesano, no hemos encontrado todo pero pronto estará!	鐵匠你好，還沒找齊，但快了……
¡hola, amigo deportista! ¿ que tiempo para un partido, verdad?	嗨，運動咖，今天真適合來一場！
¡hola, colEgA! ¿triunfamos pues?	嘿，你好啊！有進展嗎？
¡id a ver al pájaro de enfrente! tiene dos pasiones : música y hongos.	去對面找那隻鳥，牠愛音樂和蘑菇！
¡jamás! por vuestro culpa heme aquí encerrado en el reino de los muertos!	不！我會困在冥界都是你們害的！
¡lo lamento! no tengo tiempo...	抱歉！我沒空！
¡muy buen día, amable árbol! ¿sería tan gentil de darnos consejo?	嗨，樹伯伯，可以給個建議嗎？
¡no es imposible, pero para abrirlos se precisan músculos marineros!	不是沒可能，但得有水手的肌肉才行！
¡no estoy encantado de haberte conoci- do, carnaval! ¡y ahora nos vamos, chao!	認識你真夠倒楣，臭丑角，掰掰！
¡no puedo forjar la llave si no me dáis su molde!	沒有拓印，我打不出鑰匙！
¡no tienes más que seguirlo, superman! ¡ahora está en el país de los muertos!	超人，你只能去追他啦！他現在在冥界！
¡no! pero os autorizo a coger una manzana si queréis.	不行！不過你們可以拿顆蘋果！
¡no! si se busca bien, hay en cambio miles de perlas y diamantes...	沒有！但仔細找就有珍珠和鑽石……
¡no! ¡tengo hambre! ¡tengo hambre!	不行！我餓了！真的餓了！
¡no, estoy encerrado aquí! para que cante mi tristeza...	不，把我關在這唱悲歌……
¡padecemos hambre! sólo el cacique tiene todavía algo de comer...	我們快餓死了！只有鄉紳有得吃。
¡pero no todo está perdido!	但是還有救！
¡pero no, simpático, ¡sólo me estoy bañando!	才沒有，老兄，我只是在洗澡而已。
¡por supuesto que si! ¡hacerle beber el elixir de la bondad!	當然有辦法！讓他喝下仁慈藥水就行！
¡porque dos grandes héroes van a intentar la hazaña!	因為兩位大英雄要出馬了！
¡pss, estoy con voso tros ! para acceder al trono del demonio necesitáis la llave del armario de los peces. ¡traedme su huella y un trozo de hojalata,y yo os la forjaré!	噓！我挺你！要進惡魔王座，得要刻魚櫃的鑰匙。給我拓印和鐵片，我幫你打！
¡pss,estoy con voso tros! para llegar al trono del demonio necesitáis la llave del armairio de los peces. traedme su huella y un trozo de hojalata. ¡ yo os la forjaré !	噓！我挺你！要進惡魔王座，得要刻魚櫃的鑰匙。給我拓印和鐵片，我幫你打！
¡qué empecinados! Bien, ¡podéis entrar!	真是死纏爛打！好吧，進來吧。
¡qué más quisiera yo, pero desde que amoniak me quitó los ojos estoy ciego!	我也想，但阿摩尼亞偷走我雙眼，看不見
¡qué par de bellotos!, ¿porqué ponéis esa cara?	你們兩個笨蛋幹嘛這樣瞪我？
¡repugnante!¡infame! ¡estas albóndigas pican demasiado!	難吃死了！這些肉丸辣過頭了！
¡salid de la aldea e id al castillo!¡un gigante hambriento corta el paso!¡ojo!	離開村子往城堡！小心飢餓巨人擋路！
¡si! hay que despertar la brasa con el soplillo...	對！要用風箱把火搧旺。
¡sin discutirlo! ¡aquí va un trozo compuesto por un servidor!	沒問題！這首是我自己寫的曲子……
¡soy el rey de esta comarca! ¡sólo mi corona podrá devolverme mi tamaño!	我才是真正的國王！皇冠能讓我變回原樣！
¡suélteme! ¡suélteme! mi amor me está esperando fuera.	放我出去！放我出去！我的愛人在外等我！
¡sí que le amo! ¡ha hecho de mí el cocinero de su majestad!	當然愛啊！他還封我當御用試菜官呢！
¡tanto ama vd al nuevo rey que lo pinta con tanto ardor!	你們這麼愛新國王，畫得這麼起勁！
¡tenga a bien aceptar un humilde don! ¡al parecer, no tiene parangón!	請笑納這份薄禮，聽說超夯的！
¡traedle el hongo que indique la ninfa a cambio de buenas golosinas!	把仙子指的菇拿給牠，記得先送份小禮！
¡tus consejos son muy preciados, noble mago! ¿adónde debemos ir?	多謝指點，該往哪走？
¡un frágil niño arrancado de su hogar por un demonio!	嬌弱的孩子被惡魔擄走了！
¡una vela! ⌐º¡no es para tanto!	一根蠟燭？沒什麼大不了的！
¡valía la pena, bomboncito, para admirar mi estampa de atleta!	值得吧，寶貝，現在看到我的帥身材了！
¡vamos, muévete, especie de mole!	快點動一動，你這座肉山！
¡vaya! ¿qué tal, señor árbol? ¡no pensaba volverle a ver tan pronto!	樹先生，又見面了！沒想到這麼快！
¡y bien, pequeños gobliins! ¿qué queréis de mí?	嘿，小鬼們，想幹嘛？
¡éso parece que está bueno! ¿podrías darme un trozo?	看起來不錯！能給我一塊嗎？
¡éste pazguato desconfía demasiado! habría que distraerlo con algo...	這傢伙太警覺了，得引開他……
¡ésto es un asalto! ¡rápido, la caja!	打劫！錢通通交出來！
¿A ver, un besito, muñeca? ¡seguro que conoces un atajo!	寶貝，想親一下嗎？你知道近路吧！
¿Antes de tomarme este brebaje no me convendría echar un vistazo aquí?	喝這個之前，要不要再看看四周？
¿Bueno a qué esperas? ¡venga, manos a la obrA!	還等什麼？快去做事，懶骨頭！
¿Es vd el cancerbero de estos lares?	你就是這裡的地獄看門狗？
¿Falta algo todavía?	還缺什麼東西嗎？
¿Qué está haciendo ahí dentro?	你在裡面幹嘛？
¿Y si me llevara un recuerdo de mi visita antes de tomarme ésto?	喝這鬼東西前，先拿個紀念品好了？
¿a ti también quieren comerte?	他們也想吃你？
¿ah sí? ¿te vas inmundo? ¡como yo estás aquí bloqueado para siempre!	喔？你想走？作夢！你跟我一樣永遠困在這
¿crees poder salir de aquí? ¡nada! ¡es mi venganza final!	你想逃出去？作夢！這是我最終的復仇！
¿dónde está la salida, huesudo?	出口在哪，骷髏堆？
¿es para un reloj de arena? ok, cambien el tic-tac del reloj por una melodía.	要沙漏？好，把鐘的滴答換成旋律吧！
¿está contenta ahora?	這樣你滿意了嗎？
¿hay objetos preciosos aquí?	這裡有什麼值錢東西嗎？
¿no habría un tesoro que descubrir por aquí?	這附近會不會有寶藏啊？
¿no tenéis sed esta vez?	這次不渴了嗎？
¿noble mago, puede ayudarnos a hacer beber al príncipe?	尊敬的法師，能幫王子喝水嗎？
¿por qué habéis secuestrado a nuestro bufón? es un príncipe...	為何抓走我們的小丑？他其實是王子……
¿puede cedernos el paso por favor?	可以讓我們過去嗎？
¿que es eso? ¡podría servirme de mondadientes!	這是什麼？拿來當牙籤正好！
¿qué esperas, flojo de la mollera, acaso medallas?	還等什麼，笨蛋，等發獎牌喔？
¿qué quiere?	有什麼事嗎？
¿qué quieren que haga con un señalador?	書籤要我拿來幹嘛！
¿qué tal, vieja rama... ¿echando raíces?	老木頭，還在那邊生根喔？
¿qué? ¿de vuelta a la aldea? pasando esta puerta, ¡llegaréis a TAZAAr!	你們回村子啦！這扇門通往塔薩爾！
¿vas a dejarme tranquilo, tonto de capirote, olvidar mi hambre y mi sed?	喂，笨蛋！別煩我，我正忘記飢渴呢。
¿vive usted en casa de sus padres?	你還跟爸媽住喔？
¿y por qué habría de ayudarte, con esos modales insolentes?	死小子，我幹嘛幫你？你怪怪的……
¿y quién me dice que queréis ver por motivos loables?	誰說你們去那是有正當理由？
¿y siempre se pasea en cueros?	你都這樣光溜溜到處跑喔？
Äpfel	蘋果
Ça a l'air bon ce truc-là! Tu pourrais m'en filer un bout?	看起來不錯！能給我一塊嗎？
Öffnung	開口
ÜBerfall! keine falsche bewegung! und her mit der kasse! los!!!	打劫！錢通通交出來！
à la bonne heure! nous avons repris le prince! adieu! je ne vous salue pas!	太好了！王子救回來了，我們閃啦！
à la sortie du village se tenait le fameux château ils décidèrent d' en faire le tour.	村外有座城堡，兩人決定逛逛
à tom notre maître horloger, frappez donc à sa porte deux coups brefs...	那是鐘匠湯姆家，輕敲兩下就對了！
ça sent le miel. c'est bon à manger ça?	聞起來像蜂蜜，能吃嗎？
ça valait le coup, BABY, de pouvoir contempler mon corps d'athlète!	值得吧，寶貝，現在看到我的帥身材了！
è lei il cerbero di questi luoghi?	你就是這裡的地獄看門狗？
è per una clessidra? bene sostituite il tic tac dell'orologio con una melodia!	要沙漏？好，把鐘的滴答換成旋律吧！
è proprio la prima volta che vedo uno scarafaggio con i ray-ban e le adidas!	第一次看到蟑螂戴墨鏡穿球鞋！
è troppo rischioso! bisognerebbe spaventarlo di più!	太冒險了！得再多嚇嚇他……
è un sigillo... e allora?	這是個印章……那又怎樣？
è una bella candela... ma non ha lo stoppino...	漂亮的蠟燭，可惜沒燭芯。
è una macchina rimpicciolente che il demone mi ha costretto a costruire!	這是縮小機，是那可怕的惡魔逼我造的！
è una rapina! presto, la cassaforte!	打劫！錢通通交出來！
ô chair de ma chair, sang de mon sang, mon unique fils...	獨子啊，我的心頭肉……
öffnung	開口
▐ sind sie hier wach- und Höllenhund?	你就是這裡的地獄看門狗？
